"cluster","year","assaultrate","robrate","homrate"
27,2000,29.041095890411,30.1369863013699,0
27,2001,33.8206982673396,31.739424527811,0.520318434882148
27,2002,32.6926887259758,28.2345948087973,0.495343768575391
27,2003,29.7773786453656,22.2148697830505,1.41797041168408
27,2004,15.3665371056675,17.174365000452,0
27,2005,7.36090062784152,15.5877895648409,0.432994154578913
27,2006,6.23337765957447,6.23337765957447,0
27,2007,4.39419965645348,5.59261774457716,0
27,2008,2.69210060764557,5.38420121529113,0
27,2009,3.70768603314671,5.56152904972007,0
27,2010,3.22118826055834,5.01073729420186,0
27,2011,3.22118826055834,2.86327845382963,0
27,2012,1.43163922691482,6.44237652111668,0
27,2013,1.07372942018611,5.01073729420186,4.29491768074445
27,2014,2.50536864710093,3.93700787401575,0
29,2000,8.90764181903422,4.21940928270042,0.93764650726676
29,2001,8.84296751372987,6.51587079959043,0
29,2002,9.24129008409574,6.46890305886702,2.31032252102394
29,2003,10.0926690522066,5.04633452610331,2.29378842095605
29,2004,7.28796574656099,5.46597430992074,0.910995718320124
29,2005,15.8299412030755,9.04568068747173,0.904568068747173
29,2006,7.18584388754154,4.04203718674212,1.79646097188539
29,2007,6.68985817500669,3.56792436000357,0.891981090000892
29,2008,7.97236247674728,10.1869076091771,0
29,2009,8.35752617225301,7.91765637371338,1.3196093956189
29,2010,4.80559196155526,7.42682394058541,0.436871996505024
29,2011,3.49497597204019,4.36871996505024,0.873743993010048
29,2012,8.30056793359546,3.49497597204019,1.7474879860201
29,2013,6.98995194408038,15.7273918741809,0
29,2014,18.348623853211,8.30056793359546,0.873743993010048
0,2000,800.97,621.09,42.3
0,2001,973.73,689.03,40.57
0,2002,850.24,653.53,45.89
0,2003,795.55,680.89,44.02
0,2004,697.89,552.28,35.77
0,2005,700.06,636.12,35.6
0,2006,765.74,619.74,29.06
0,2007,606.16,677.38,30.77
0,2008,609.8,701.89,31.43
0,2009,549.48,666.71,24.01
0,2010,538.12,650.47,21.94
0,2011,477.19,607.77,17.48
0,2012,537.54,589.1,13.92
0,2013,576.07,566.17,16.09
